geneid	chr	s1	s2
SDR16C5|195814	chr8	57212570	57233241
SDR39U1|56948	chr14	24908974	24912064
SDR42E1|93517	chr16	82031252	82045093
SDR9C7|121214	chr12	57317619	57328045
SDSL|113675	chr12	113860216	113876080
SDS|10993	chr12	113830252	113841692
SEBOX|645832	chr17	26691290	26694987
SEC11A|23478	chr15	85212775	85259674
SEC11C|90701	chr18	56807125	56826061
SEC13|6396	chr3	10342617	10362858
SEC14L1|6397	chr17	75137005	75213179
SEC14L2|23541	chr22	30792933	30824976
SEC14L3|266629	chr22	30855217	30868034
SEC14L4|284904	chr22	30884898	30901698
SEC14L5|9717	chr16	5008318	5069156
SEC16A|9919	chr9	139334549	139377507
SEC16B|89866	chr1	177897489	178007142
SEC1|653677	chr19	49141296	49185501
SEC22A|26984	chr3	122920774	122992980
SEC22B|9554	chr1	145096407	145116922
SEC22C|9117	chr3	42589475	42642572
SEC23A|10484	chr14	39501123	39572437
SEC23B|10483	chr20	18488188	18542050
SEC23IP|11196	chr10	121652223	121701245
SEC24A|10802	chr5	133984479	134063600
SEC24B|10427	chr4	110354971	110461614
SEC24C|9632	chr10	75504132	75531917
SEC24D|9871	chr4	119643979	119759827
SEC31A|22872	chr4	83739815	83821700
SEC31B|25956	chr10	102246403	102289636
SEC61A1|29927	chr3	127771212	127790525
SEC61A2|55176	chr10	12171640	12211956
SEC61B|10952	chr9	101984570	101992900
SEC61G|23480	chr7	54819941	54826939
SEC62|7095	chr3	169684580	169716159
SEC63|11231	chr6	108188962	108279482
SECISBP2L|9728	chr15	49280967	49338630
SECISBP2|79048	chr9	91933412	91974561
SECTM1|6398	chr17	80278901	80291921
SEH1L|81929	chr18	12947983	12987533
SEL1L2|80343	chr20	13830052	13975863
SEL1L3|23231	chr4	25749050	25864610
SEL1L|6400	chr14	81939240	82000205
SELENBP1|8991	chr1	151336781	151345164
SELE|6401	chr1	169691782	169703220
SELK|58515	chr3	53919227	53925989
SELL|6402	chr1	169659810	169680837
SELM|140606	chr22	31500765	31516055
SELO|83642	chr22	50639408	50656044
SELPLG|6404	chr12	109015682	109027670
SELP|6403	chr1	169558090	169599377
SELS|55829	chr15	101811214	101817700
SELT|51714	chr3	150321066	150348232
SELV|348303	chr19	40005753	40011326
SEMA3A|10371	chr7	83587665	83824217
SEMA3B|7869	chr3	50305040	50314570
SEMA3C|10512	chr7	80371855	80551675
SEMA3D|223117	chr7	84624874	84816171
SEMA3E|9723	chr7	82993222	83278324
SEMA3F|6405	chr3	50192848	50226507
SEMA3G|56920	chr3	52467268	52479043
SEMA4A|64218	chr1	156119810	156147534
SEMA4B|10509	chr15	90728152	90772890
SEMA4C|54910	chr2	97525474	97535735
SEMA4D|10507	chr9	91975706	92112888
SEMA4F|10505	chr2	74881393	74909185
SEMA4G|57715	chr10	102729280	102745372
SEMA5A|9037	chr5	9035138	9546233
SEMA5B|54437	chr3	122628043	122747452
SEMA6A|57556	chr5	115779252	115910551
SEMA6B|10501	chr19	4542600	4559771
SEMA6C|10500	chr1	151104165	151119104
SEMA6D|80031	chr15	47476403	48066419
SEMA7A|8482	chr15	74701631	74726299
SEMG1|6406	chr20	43835638	43838414
SEMG2|6407	chr20	43835638	43853098
SENP1|29843	chr12	48436758	48500091
SENP2|59343	chr3	185300507	185348883
SENP3|26168	chr17	7465319	7475285
SENP5|205564	chr3	196594727	196661582
SENP6|26054	chr6	76311622	76427993
SENP7|57337	chr3	101043120	101232085
SENP8|123228	chr15	72410754	72433303
SEP15|9403	chr1	87328130	87380107
SEPHS1|22929	chr10	13360083	13390280
SEPHS2|22928	chr16	30454953	30457224
SEPN1|57190	chr1	26126667	26144713
SEPP1|6414	chr5	42799983	42825998
SEPSECS|51091	chr4	25121628	25162204
SEPT10|151011	chr2	110300374	110371783
SEPT11|55752	chr4	77870895	77959767
SEPT12|124404	chr16	4827676	4838399
SEPT14|346288	chr7	55861237	55930482
SEPT1|1731	chr16	30389457	30394171
SEPT2|4735	chr2	242254723	242293439
SEPT3|55964	chr22	42372931	42394223
SEPT4|5414	chr17	56597616	56618179
SEPT5|5413	chr22	19701987	19712297
SEPT6|23157	chr23	118749690	118827333
SEPT7L|285961	chr10	38672000	38691780
SEPT7P2|641977	chr7	45763390	45808617
SEPT7|989	chr7	35840627	35944915
SEPT8|23176	chr5	132086509	132113561
SEPT9|10801	chr17	75277492	75496676
SEPW1|6415	chr19	48281842	48287939
SEPX1|51734	chr16	1988235	1993294
SERAC1|84947	chr6	158530536	158589312
SERBP1|26135	chr1	67873495	67896123
SERF1A|8293	chr5	69321072	69338939
SERF2|10169	chr15	44084174	44088286
SERGEF|26297	chr11	17809599	18034637
SERHL2|253190	chr22	42949925	42970387
SERHL|94009	chr22	42896585	42968535
SERINC1|57515	chr6	122764493	122792952
SERINC2|347735	chr1	31883048	31907524
SERINC3|10955	chr20	43124865	43150726
SERINC4|619189	chr15	44087165	44092255
SERINC5|256987	chr5	79407474	79551870
SERP1|27230	chr3	150259781	150321015
SERP2|387923	chr13	44947978	44971849
SERPINA10|51156	chr14	94749652	94759596
SERPINA11|256394	chr14	94908801	94919122
SERPINA12|145264	chr14	94953621	94984181
SERPINA13|388007	chr14	95107062	95113330
SERPINA1|5265	chr14	94843085	94857029
SERPINA3|12	chr14	95058395	95090389
SERPINA4|5267	chr14	95027779	95036241
SERPINA5|5104	chr14	95047731	95059457
SERPINA6|866	chr14	94770586	94789688
SERPINA7|6906	chr23	105277197	105282716
SERPINA9|327657	chr14	94929060	94942670
SERPINB10|5273	chr18	61575194	61602474
SERPINB11|89778	chr18	61370085	61393664
SERPINB12|89777	chr18	61223393	61234242
SERPINB13|5275	chr18	61254534	61266432
SERPINB1|1992	chr6	2833736	2842081
SERPINB2|5055	chr18	61554939	61584755
SERPINB3|6317	chr18	61322433	61329197
SERPINB4|6318	chr18	61304495	61328476
SERPINB5|5268	chr18	61144144	61172317
SERPINB6|5269	chr6	2948394	2972399
SERPINB7|8710	chr18	61420277	61472603
SERPINB8|5271	chr18	61627474	61656607
SERPINB9|5272	chr6	2887506	2903545
SERPINC1|462	chr1	173872943	173886516
SERPIND1|3053	chr22	21128383	21142008
SERPINE1|5054	chr7	100770379	100782542
SERPINE2|5270	chr2	224839765	224904036
SERPINE3|647174	chr13	51915168	51938416
SERPINF1|5176	chr17	1665259	1680867
SERPINF2|5345	chr17	1646130	1658559
SERPING1|710	chr11	57365027	57382326
SERPINH1|871	chr11	75273170	75283844
SERPINI1|5274	chr3	167453432	167543356
SERPINI2|5276	chr3	167159723	167191818
SERTAD1|29950	chr19	40928411	40931932
SERTAD2|9792	chr2	64858756	64881046
SERTAD3|29946	chr19	40946749	40950282
SERTAD4|56256	chr1	210406195	210416438
SESN1|27244	chr6	109307647	109415277
SESN2|83667	chr1	28586006	28609001
SESN3|143686	chr11	94906133	94965705
SESTD1|91404	chr2	179966421	180129350
SETBP1|26040	chr18	42260138	42648473
SETD1A|9739	chr16	30968615	30995981
SETD1B|23067	chr12	122242086	122270561
SETD2|29072	chr3	47057900	47205467
SETD3|84193	chr14	99864084	99947226
SETD4|54093	chr21	37406840	37451687
SETD5|55209	chr3	9439403	9519836
SETD6|79918	chr16	58549383	58554430
SETD7|80854	chr4	140427193	140477577
SETD8|387893	chr12	123868704	123893898
SETDB1|9869	chr1	150898815	150937220
SETDB2|83852	chr13	50018429	50069138
SETMAR|6419	chr3	4344988	4358948
SETX|23064	chr9	135136828	135230372
SET|6418	chr9	131445934	131458674
SEZ6L2|26470	chr16	29882482	29910580
SEZ6L|23544	chr22	26565480	26776434
SEZ6|124925	chr17	27281947	27333458
SF1|7536	chr11	64532078	64546241
SF3A1|10291	chr22	30727979	30752913
SF3A2|8175	chr19	2236816	2248677
SF3A3|10946	chr1	38422654	38455761
SF3B14|51639	chr2	24290455	24299314
SF3B1|23451	chr2	198256700	198299771
SF3B2|10992	chr11	65819816	65836382
SF3B3|23450	chr16	70557691	70611570
SF3B4|10262	chr1	149895211	149900236
SF3B5|83443	chr6	144416018	144416754
SF4|57794	chr19	19387323	19431307
SFI1|9814	chr22	31892261	32014533
SFMBT1|51460	chr3	52938628	53080070
SFMBT2|57713	chr10	7204249	7453450
SFN|2810	chr1	27189633	27190947
SFPQ|6421	chr1	35641982	35658743
SFRP1|6422	chr8	41119479	41166980
SFRP2|6423	chr4	154701742	154710228
SFRP4|6424	chr7	37945536	37956525
SFRP5|6425	chr10	99526510	99531756
SFRS11|9295	chr1	70671365	70717683
SFRS12IP1|285672	chr5	64013980	64064496
SFRS12|140890	chr5	65440085	65476712
SFRS13A|10772	chr1	24292939	24306821
SFRS13B|135295	chr6	89805679	89827800
SFRS14|10147	chr19	19101697	19144832
SFRS15|57466	chr21	33043313	33104431
SFRS16|11129	chr19	45542298	45574213
SFRS17A|8227	chr23	1710486	1721409
SFRS18|25957	chr6	99846535	99873207
SFRS1|6426	chr17	56078282	56084707
SFRS2B|10929	chr11	94800056	94804387
SFRS2IP|9169	chr12	46312916	46385903
SFRS2|6427	chr17	74730199	74733413
SFRS3|6428	chr6	36562090	36572243
SFRS4|6429	chr1	29474251	29508637
SFRS5|6430	chr14	70193619	70238721
SFRS6|6431	chr20	42086504	42092242
SFRS7|6432	chr2	38970743	38978636
SFRS8|6433	chr12	132195635	132284282
SFRS9|8683	chr12	120899472	120907558
SFT2D1|113402	chr6	166733519	166755991
SFT2D2|375035	chr1	168195255	168212087
SFT2D3|84826	chr2	128458597	128461405
SFTA1P|207107	chr10	10826402	10836877
SFTA2|389376	chr6	30899128	30899952
SFTA3|253970	chr14	36942496	36988817
SFTPA1|653509	chr10	81370712	81375201
SFTPA2|729238	chr10	81315609	81320163
SFTPB|6439	chr2	85884441	85895374
SFTPC|6440	chr8	22016234	22021989
SFTPD|6441	chr10	81697498	81708861
SFXN1|94081	chr5	174905514	174955621
SFXN2|118980	chr10	104474298	104498946
SFXN3|81855	chr10	102790996	102800997
SFXN4|119559	chr10	120900431	120925204
SFXN5|94097	chr2	73169166	73298965
SGCA|6442	chr17	48243366	48253292
SGCB|6443	chr4	52886861	52904485
SGCD|6444	chr5	155135063	156194796
SGCE|8910	chr7	94214536	94285521
SGCG|6445	chr13	23755060	23899304
SGCZ|137868	chr8	13947374	15095792
SGEF|26084	chr3	153839149	153975616
SGIP1|84251	chr1	66999825	67210767
SGK196|84197	chr8	42948657	42978323
SGK1|6446	chr6	134490385	134639196
SGK223|157285	chr8	8175259	8239257
SGK269|79834	chr15	77400471	77577333
SGK2|10110	chr20	42168791	42214272
SGK3|23678	chr8	67579851	67774255
SGK494|124923	chr17	26907027	26941211
SGMS1|259230	chr10	52065346	52384923
SGMS2|166929	chr4	108745721	108836200
SGOL1|151648	chr3	20202087	20227683
SGOL2|151246	chr2	201390865	201448818
SGPL1|8879	chr10	72575704	72640930
SGPP1|81537	chr14	64150937	64194756
SGPP2|130367	chr2	223289322	223423616
SGSH|6448	chr17	78183081	78194199
SGSM1|129049	chr22	25202136	25322813
SGSM2|9905	chr17	2240806	2284347
SGSM3|27352	chr22	40766595	40806293
SGTA|6449	chr19	2754712	2783354
SGTB|54557	chr5	64961757	65017941
SH2B1|25970	chr16	28858010	28885533
SH2B2|10603	chr7	101928405	101962177
SH2B3|10019	chr12	111843752	111889426
SH2D1A|4068	chr23	123480148	123507008
SH2D1B|117157	chr1	162365056	162381928
SH2D2A|9047	chr1	156776035	156786640
SH2D3A|10045	chr19	6752175	6767523
SH2D3C|10044	chr9	130500597	130541048
SH2D4A|63898	chr8	19171207	19253314
SH2D4B|387694	chr10	82297658	82406316
SH2D5|400745	chr1	21046225	21059330
SH2D6|284948	chr2	85646054	85664150
SH2D7|646892	chr15	78384927	78396393
SH3BGRL2|83699	chr6	80341000	80413369
SH3BGRL3|83442	chr1	26606213	26608012
SH3BGRL|6451	chr23	80457303	80554042
SH3BGR|6450	chr21	40817797	40887426
SH3BP1|23616	chr22	38030661	38062939
SH3BP2|6452	chr4	2794750	2842822
SH3BP4|23677	chr2	235860628	235964356
SH3BP5L|80851	chr1	249104651	249120154
SH3BP5|9467	chr3	15296357	15382901
SH3D19|152503	chr4	152041433	152149182
SH3D20|201175	chr17	43506719	43510282
SH3GL1|6455	chr19	4360368	4400471
SH3GL2|6456	chr9	17578953	17797120
SH3GL3|6457	chr15	84116091	84287491
SH3GLB1|51100	chr1	87170257	87213866
SH3GLB2|56904	chr9	131770314	131790579
SH3KBP1|30011	chr23	19552084	19905744
SH3PXD2A|9644	chr10	105348287	105615164
SH3PXD2B|285590	chr5	171760505	171881527
SH3RF1|57630	chr4	170015407	170192249
SH3RF2|153769	chr5	145316126	145461336
SH3RF3|344558	chr2	109745997	110262207
SH3TC1|54436	chr4	8201060	8242828
SH3TC2|79628	chr5	147929700	148442737
SH3YL1|26751	chr2	218138	264810
SHANK1|50944	chr19	51165084	51223040
SHANK2|22941	chr11	70313962	70935808
SHANK3|85358	chr22	51113070	51171641
SHARPIN|81858	chr8	145153538	145159140
SHBG|6462	chr17	7517382	7536700
SHB|6461	chr9	37915896	38069210
SHC1|6464	chr1	154934775	154946959
SHC2|25759	chr19	416585	460996
SHC3|53358	chr9	91628047	91793682
SHC4|399694	chr15	49115934	49255641
SHCBP1|79801	chr16	46614473	46655311
SHD|56961	chr19	4278598	4290720
SHE|126669	chr1	154451961	154474589
SHFM1|7979	chr7	96302237	96339203
SHF|90525	chr15	45459414	45493373
SHH|6469	chr7	155592736	155604967
SHISA2|387914	chr13	26618735	26625198
SHISA3|152573	chr4	42399856	42404503
SHISA4|149345	chr1	201858032	201861426
SHISA5|51246	chr3	48509197	48542228
SHISA6|388336	chr17	11144740	11462196
SHISA7|729956	chr19	55940105	55954230
SHISA9|729993	chr16	12995477	13334272
SHKBP1|92799	chr19	41082757	41097304
SHMT1|6470	chr17	18231195	18266856
SHMT2|6472	chr12	57623552	57628714
SHOC2|8036	chr10	112679301	112773424
SHOX2|6474	chr3	157813801	157823952
SHOX|6473	chr23	585079	620145
SHPK|23729	chr17	3511556	3539616
SHPRH|257218	chr6	146205947	146285559
SHQ1|55164	chr3	72798430	72897598
SHROOM1|134549	chr5	132158012	132166590
SHROOM2|357	chr23	9754496	9917481
SHROOM3|57619	chr4	77356253	77704403
SHROOM4|57477	chr23	50334643	50557044
SIAE|54414	chr11	124505694	124543717
SIAH1|6477	chr16	48390277	48482309
SIAH2|6478	chr3	150458911	150481263
SIAH3|283514	chr13	46354418	46425846
SIDT1|54847	chr3	113251218	113348421
SIDT2|51092	chr11	117049939	117068161
SIGIRR|59307	chr11	405716	417397
SIGLEC10|89790	chr19	51913276	51921451
SIGLEC11|114132	chr19	50452252	50464429
SIGLEC12|89858	chr19	51994613	52005043
SIGLEC14|100049587	chr19	52145808	52150132
SIGLEC15|284266	chr18	43405545	43422521
SIGLEC16|400709	chr19	50472912	50479075
SIGLEC1|6614	chr20	3667619	3687775
SIGLEC5|8778	chr19	52114782	52133727
SIGLEC6|946	chr19	52022784	52035064
SIGLEC7|27036	chr19	51645558	51656783
SIGLEC8|27181	chr19	51954102	51961708
SIGLEC9|27180	chr19	51628165	51639520
SIGLECP3|284367	chr19	51670585	51676774
SIGMAR1|10280	chr9	34634720	34637768
SIK1|150094	chr21	44834398	44847002
SIK2|23235	chr11	111473170	111597630
SIK3|23387	chr11	116714120	116968993
SIKE1|80143	chr1	115312107	115323308
SIL1|64374	chr5	138282412	138534065
SILV|6490	chr12	56347890	56360458
SIM1|6492	chr6	100836751	100912805
SIM2|6493	chr21	38071991	38122510
SIN3A|25942	chr15	75661722	75748124
SIN3B|23309	chr19	16940218	16991164
SIP1|8487	chr14	39583488	39606175
SIPA1L1|26037	chr14	71933902	72206118
SIPA1L2|57568	chr1	232533714	232651243
SIPA1L3|23094	chr19	38397868	38699006
SIPA1|6494	chr11	65405578	65418391
SIRPA|140885	chr20	1874813	1920539
SIRPB1|10326	chr20	1545030	1600689
SIRPB2|284759	chr20	1455236	1472233
SIRPD|128646	chr20	1514899	1538343
SIRPG|55423	chr20	1609798	1638425
SIRT1|23411	chr10	69644427	69678146
SIRT2|22933	chr19	39369200	39390361
SIRT3|23410	chr11	214625	236931
SIRT4|23409	chr12	120740163	120751044
SIRT5|23408	chr6	13574792	13614783
SIRT6|51548	chr19	4174107	4182596
SIRT7|51547	chr17	79869815	79876040
SIT1|27240	chr9	35649297	35650947
SIVA1|10572	chr14	105219470	105225995
SIX1|6495	chr14	61111418	61116155
SIX2|10736	chr2	45232325	45236543
SIX3|6496	chr2	45169037	45172390
SIX4|51804	chr14	61176256	61191039
SIX5|147912	chr19	46268044	46272497
SIX6|4990	chr14	60975938	60978523
SI|6476	chr3	164696687	164796282
SKA1|220134	chr18	47901392	47920534
SKA2|348235	chr17	57187308	57232800
SKA3|221150	chr13	21727735	21750710
SKAP1|8631	chr17	46210802	46507594
SKAP2|8935	chr7	26706690	27034858
SKIL|6498	chr3	170075473	170110948
SKINTL|391037	chr1	48567387	48648100
SKIV2L2|23517	chr5	54603576	54721408
SKIV2L|6499	chr6	31926581	31937532
SKI|6497	chr1	2160134	2241651
SKP1|6500	chr5	133492084	133512724
SKP2|6502	chr5	36152189	36184145
SLA2|84174	chr20	35240924	35274558
SLAIN1|122060	chr13	78272470	78338377
SLAIN2|57606	chr4	48343613	48428213
SLAMF1|6504	chr1	160579892	160617081
SLAMF6|114836	chr1	160454820	160493042
SLAMF7|57823	chr1	160709077	160724600
SLAMF8|56833	chr1	159796479	159807281
SLAMF9|89886	chr1	159921284	159924044
SLA|6503	chr8	134048974	134115310
SLBP|7884	chr4	1694527	1714071
SLC10A1|6554	chr14	70242552	70264006
SLC10A2|6555	chr13	103696350	103719196
SLC10A3|8273	chr23	153715652	153719002
SLC10A4|201780	chr4	48485360	48491541
SLC10A5|347051	chr8	82605893	82607207
SLC10A6|345274	chr4	87744621	87770416
SLC10A7|84068	chr4	147175137	147443123
SLC11A1|6556	chr2	219246752	219261616
SLC11A2|4891	chr12	51373319	51422058
SLC12A1|6557	chr15	48483867	48596273
SLC12A2|6558	chr5	127419483	127525379
SLC12A3|6559	chr16	56899119	56949760
SLC12A4|6560	chr16	67977377	68003095
SLC12A5|57468	chr20	44650329	44688789
SLC12A6|9990	chr15	34522198	34630265
SLC12A7|10723	chr5	1050491	1112172
SLC12A8|84561	chr3	124801482	124998091
SLC12A9|56996	chr7	100450358	100464633
SLC13A1|6561	chr7	122753589	122840025
SLC13A2|9058	chr17	26800664	26824796
SLC13A3|64849	chr20	45186463	45313107
SLC13A4|26266	chr7	135365993	135412933
SLC13A5|284111	chr17	6588041	6616740
SLC14A1|6563	chr18	43304092	43332484
SLC14A2|8170	chr18	42747973	43263058
SLC15A1|6564	chr13	99336057	99404929
SLC15A2|6565	chr3	121613171	121663034
SLC15A3|51296	chr11	60704555	60719257
SLC15A4|121260	chr12	129277739	129308541
SLC16A10|117247	chr6	111408781	111544604
SLC16A11|162515	chr17	6944949	6947242
SLC16A12|387700	chr10	91190056	91295313
SLC16A13|201232	chr17	6939394	6943439
SLC16A14|151473	chr2	230899698	230933619
SLC16A1|6566	chr1	113454472	113498975
SLC16A2|6567	chr23	73641085	73753752
SLC16A3|9123	chr17	80186293	80219004
SLC16A4|9122	chr1	110905505	110933636
SLC16A5|9121	chr17	73083822	73102246
SLC16A6|9120	chr17	66264338	66287405
SLC16A7|9194	chr12	59989848	60175407
SLC16A8|23539	chr22	38474145	38479170
SLC16A9|220963	chr10	61410522	61469649
SLC17A1|6568	chr6	25783127	25832287
SLC17A2|10246	chr6	25912991	25930839
SLC17A3|10786	chr6	25845330	25874471
SLC17A4|10050	chr6	25754927	25781402
SLC17A5|26503	chr6	74303103	74363737
SLC17A6|57084	chr11	22359667	22401044
SLC17A7|57030	chr19	49932656	49944808
SLC17A8|246213	chr12	100750857	100815836
SLC17A9|63910	chr20	61583999	61599947
SLC18A1|6570	chr8	20002367	20040717
SLC18A2|6571	chr10	119000716	119037095
SLC18A3|6572	chr10	50818347	50820765
SLC19A1|6573	chr21	46918115	46964325
SLC19A2|10560	chr1	169433151	169455208
SLC19A3|80704	chr2	228549927	228582745
SLC1A1|6505	chr9	4490444	4587469
SLC1A2|6506	chr11	35272753	35441524
SLC1A3|6507	chr5	36606457	36688434
SLC1A4|6509	chr2	65215579	65250997
SLC1A5|6510	chr19	47278142	47291842
SLC1A6|6511	chr19	15060991	15121432
SLC1A7|6512	chr1	53552856	53608289
SLC20A1|6574	chr2	113403527	113421398
SLC20A2|6575	chr8	42273995	42397068
SLC22A10|387775	chr11	62921979	63137190
SLC22A11|55867	chr11	64323098	64338998
SLC22A12|116085	chr11	64358282	64369820
SLC22A13|9390	chr3	38307298	38319806
SLC22A14|9389	chr3	38323789	38359859
SLC22A15|55356	chr1	116519119	116612672
SLC22A16|85413	chr6	110745907	110797844
SLC22A17|51310	chr14	23815528	23822080
SLC22A18AS|5003	chr11	2909328	2925175
SLC22A18|5002	chr11	2920951	2946475
SLC22A1|6580	chr6	160542863	160579748
SLC22A20|440044	chr11	64981347	65009572
SLC22A23|63027	chr6	3269207	3456793
SLC22A24|283238	chr11	62847414	62911693
SLC22A25|387601	chr11	62931296	62997124
SLC22A2|6582	chr6	160592093	160679959
SLC22A3|6581	chr6	160769425	160876013
SLC22A4|6583	chr5	131630145	131679897
SLC22A5|6584	chr5	131705401	131731302
SLC22A6|9356	chr11	62744070	62752469
SLC22A7|10864	chr6	43265998	43273275
SLC22A8|9376	chr11	62756626	62783311
SLC22A9|114571	chr11	63137261	63177710
SLC23A1|9963	chr5	138702891	138719039
SLC23A2|9962	chr20	4833002	4990939
SLC23A3|151295	chr2	220026183	220034817
SLC24A1|9187	chr15	65903704	65953256
SLC24A2|25769	chr9	19515978	19788808
SLC24A3|57419	chr20	19193290	19703540
SLC24A4|123041	chr14	92788925	92962594
SLC24A5|283652	chr15	48413169	48434588
SLC24A6|80024	chr12	113736572	113772925
SLC25A10|1468	chr17	79670407	79688041
SLC25A11|8402	chr17	4840605	4843325
SLC25A12|8604	chr2	172639915	172750813
SLC25A13|10165	chr7	95749533	95951459
SLC25A14|9016	chr23	129473910	129507335
SLC25A15|10166	chr13	41363547	41386595
SLC25A16|8034	chr10	70242098	70287584
SLC25A17|10478	chr22	41165641	41215392
SLC25A18|83733	chr22	18043183	18073647
SLC25A19|60386	chr17	73269062	73285530
SLC25A1|6576	chr22	19163095	19166301
SLC25A20|788	chr3	48894357	48936402
SLC25A21|89874	chr14	37149078	37641865
SLC25A22|79751	chr11	790476	798235
SLC25A23|79085	chr19	6436093	6459781
SLC25A24|29957	chr1	108677449	108742974
SLC25A25|114789	chr9	130830479	130871523
SLC25A26|115286	chr3	66119285	66438530
SLC25A27|9481	chr6	46620679	46645925
SLC25A28|81894	chr10	101370275	101418994
SLC25A29|123096	chr14	100757455	100772860
SLC25A2|83884	chr5	140682197	140683612
SLC25A30|253512	chr13	45967456	45992516
SLC25A31|83447	chr4	128651555	128695446
SLC25A32|81034	chr8	104410867	104427468
SLC25A33|84275	chr1	9599528	9642830
SLC25A34|284723	chr1	16062809	16067885
SLC25A35|399512	chr17	8191082	8198170
SLC25A36|55186	chr3	140660662	140698785
SLC25A37|51312	chr8	23386363	23430061
SLC25A38|54977	chr3	39424815	39438819
SLC25A39|51629	chr17	42396993	42402217
SLC25A3|5250	chr12	98987403	98995777
SLC25A40|55972	chr7	87465420	87505668
SLC25A41|284427	chr19	6426050	6433790
SLC25A42|284439	chr19	19174808	19223697
SLC25A43|203427	chr23	118533023	118588431
SLC25A44|9673	chr1	156163730	156182586
SLC25A45|283130	chr11	65142663	65151172
SLC25A46|91137	chr5	110073862	110098482
SLC25A4|291	chr4	186064398	186068424
SLC25A5|292	chr23	118602363	118605292
SLC25A6|293	chr23	1505045	1510998
SLC26A10|65012	chr12	58013693	58019933
SLC26A11|284129	chr17	78194237	78227297
SLC26A1|10861	chr4	972864	987224
SLC26A2|1836	chr5	149340300	149366959
SLC26A3|1811	chr7	107405912	107443678
SLC26A4|5172	chr7	107301080	107358250
SLC26A5|375611	chr7	102993177	103086598
SLC26A6|65010	chr3	48663158	48672926
SLC26A7|115111	chr8	92221722	92410380
SLC26A8|116369	chr6	35911295	35992377
SLC26A9|115019	chr1	205882179	205912588
SLC27A1|376497	chr19	17581300	17616977
SLC27A2|11001	chr15	50474393	50528588
SLC27A3|11000	chr1	153747768	153752632
SLC27A4|10999	chr9	131102840	131123501
SLC27A5|10998	chr19	58990880	59023432
SLC27A6|28965	chr5	128301210	128369334
SLC28A1|9154	chr15	85427913	85518876
SLC28A2|9153	chr15	45544428	45568132
SLC28A3|64078	chr9	86893092	86983413
SLC29A1|2030	chr6	44187242	44201888
SLC29A2|3177	chr11	66129993	66139645
SLC29A3|55315	chr10	73079010	73123145
SLC29A4|222962	chr7	5322561	5343702
SLC2A10|81031	chr20	45338279	45364983
SLC2A11|66035	chr22	24199059	24227723
SLC2A12|154091	chr6	134308719	134373789
SLC2A13|114134	chr12	40148825	40499661
SLC2A14|144195	chr12	7966398	8043744
SLC2A1|6513	chr1	43391046	43424847
SLC2A2|6514	chr3	170714137	170744768
SLC2A3|6515	chr12	8071825	8088892
SLC2A4RG|56731	chr20	62371211	62375401
SLC2A4|6517	chr17	7185054	7191366
SLC2A5|6518	chr1	9097007	9148510
SLC2A6|11182	chr9	136336217	136344276
SLC2A7|155184	chr1	9063359	9086404
SLC2A8|29988	chr9	130159465	130170161
SLC2A9|56606	chr4	9827850	10041872
SLC30A10|55532	chr1	219858769	220131989
SLC30A1|7779	chr1	211748381	211752099
SLC30A2|7780	chr1	26364514	26372604
SLC30A3|7781	chr2	27477441	27498188
SLC30A4|7782	chr15	45774682	45815002
SLC30A5|64924	chr5	68389818	68425879
SLC30A6|55676	chr2	32390933	32446809
SLC30A7|148867	chr1	101361632	101447311
SLC30A8|169026	chr8	117962512	118188952
SLC30A9|10463	chr4	41992523	42089550
SLC31A1|1317	chr9	115983808	116029215
SLC31A2|1318	chr9	115913238	115926421
SLC32A1|140679	chr20	37353105	37358015
SLC33A1|9197	chr3	155544316	155572167
SLC34A1|6569	chr5	176811435	176825848
SLC34A2|10568	chr4	25657435	25680366
SLC34A3|142680	chr9	140123400	140131006
SLC35A1|10559	chr6	88146444	88222051
SLC35A2|7355	chr23	48760459	48769235
SLC35A3|23443	chr1	100435540	100489006
SLC35A4|113829	chr5	139944420	139948683
SLC35A5|55032	chr3	112280895	112303002
SLC35B1|10237	chr17	47778690	47785528
SLC35B2|347734	chr6	44221839	44225283
SLC35B3|51000	chr6	8411733	8435794
SLC35B4|84912	chr7	133974091	134001827
SLC35C1|55343	chr11	45825623	45834566
SLC35C2|51006	chr20	44978178	44993064
SLC35D1|23169	chr1	67465015	67520080
SLC35D2|11046	chr9	99075727	99145992
SLC35D3|340146	chr6	137243402	137246774
SLC35E1|79939	chr19	16660650	16683193
SLC35E2|728661	chr1	1590990	1677431
SLC35E2|9906	chr1	1601214	1677431
SLC35E3|55508	chr12	69139936	69159851
SLC35E4|339665	chr22	31031793	31065002
SLC35F1|222553	chr6	118228689	118638837
SLC35F2|54733	chr11	107661720	107729914
SLC35F3|148641	chr1	234040679	234460262
SLC35F4|341880	chr14	58030640	58063615
SLC35F5|80255	chr2	114471931	114514400
SLC36A1|206358	chr5	150816553	150871939
SLC36A2|153201	chr5	150694540	150727151
SLC36A3|285641	chr5	150655926	150683334
SLC36A4|120103	chr11	92880852	92931095
SLC37A1|54020	chr21	43916118	44001549
SLC37A2|219855	chr11	124933013	124960411
SLC37A3|84255	chr7	140033554	140098311
SLC37A4|2542	chr11	118895061	118901616
SLC38A10|124565	chr17	79218799	79269096
SLC38A11|151258	chr2	165754812	165812035
SLC38A1|81539	chr12	46576843	46663208
