gene	met.row	expr.row	count
GPN1	21113	7271	3
CCDC121	21113	3083	3
MEIS3	21114	10804	2
HIST1H2BE	21115	7844	1
CLEC4F	21116	3876	2
GJB3	21117	7043	2
TEC	21118	17864	1
TRAF1	21119	18581	2
ITGA1	21120	8626	2
PELO	21120	13235	2
FAM160B2	21121	5959	2
RACGAP1	21122	14571	1
C11orf83	21123	1778	2
C11orf48	21123	1755	2
EDN3	21125	5375	2
TMED3	21126	18127	2
FAM38B	21127	6069	2
CPS1	21128	4188	3
ROS1	21130	15162	1
H19	21131	7592	14
ZNF350	21132	20110	2
C6orf122	21133	2594	3
C6orf208	21133	2634	3
MAPK9	21134	10611	1
FAM158A	21135	5954	2
WDR5B	21136	19533	2
TSSK3	21138	18831	2
TMEM141	21139	18180	2
PEX5L	21140	13260	2
MATN3	21141	10660	2
SAMD14	21142	15482	2
INSM2	21143	8517	2
TLE6	21144	18063	2
POU2F1	21145	13814	1
BPHL	21146	1579	2
MERTK	21147	10814	2
FMO4	21148	6560	2
LONRF3	21149	10203	2
ZC3H18	21150	19806	2
NGF	21151	11849	2
ZNF207	21152	20009	5
PIP5K1B	21153	13457	4
FAM122A	21153	5897	2
SEPN1	21154	15755	2
USP54	21155	19290	2
MBTPS2	21156	10690	4
ELOVL5	21157	5543	2
PSKH1	21158	14242	2
C8orf38	21159	2722	2
P4HTM	21160	12843	3
PHC2	21161	13331	2
C1QBP	21162	2135	1
SLC34A2	21163	16284	2
KANK2	21164	8728	2
AGR2	21165	440	2
SEC23IP	21166	15692	2
BRWD1	21167	1618	2
ZWINT	21168	20521	2
ACP5	21169	201	2
C14orf115	21170	1862	2
PRSS12	21171	14187	2
DKK4	21172	4984	2
CSF2RB	21173	4305	2
EVC	21174	5758	2
BAI1	21175	1374	2
RAP1B	21176	14632	1
E2F2	21177	5324	2
GLG1	21178	7071	2
ZDHHC4	21179	19855	2
LRRC8E	21180	10341	1
ZNF335	21181	20100	2
PCTP	21182	13113	2
GUF1	21183	7566	2
CDKN1A	21184	3498	6
ANGPTL7	21185	665	2
MTOR	21185	11330	3
IDH3A	21186	8236	2
ATP5I	21187	1231	2
PIN4	21188	13449	2
TXNRD1	21190	18999	2
RECQL4	21191	14810	4
LRRC14	21191	10279	4
COMMD3	21192	4083	2
TXNL4B	21193	18998	3
DHX38	21193	4933	3
GPM6B	21194	7270	2
MYEF2	21195	11404	2
PROM1	21197	14122	2
OPN1SW	21198	12346	2
CHFR	21199	3691	20
GPRASP1	21200	7378	2
DOCK2	21201	5133	2
SORBS1	21202	17005	1
RAB34	21203	14516	3
IGF2AS	21204	8314	12
INS-IGF2	21204	8508	19
IGF2	21204	8319	15
WNT11	21205	19612	1
GAL3ST3	21206	6819	1
TSNARE1	21207	18786	1
PRDM15	21208	14013	2
VTI1A	21209	19448	4
ZDHHC6	21209	19857	4
RCC2	21211	14783	2
MASTL	21212	10653	4
PI4KA	21213	13390	6
PGAM1	21214	13286	2
PGAP2	21215	13291	4
NUP98	21215	12238	2
MAL	21216	10526	2
GK5	21217	7056	2
CLGN	21218	3885	2
CLIC2	21219	3887	1
SFPQ	21220	15865	2
HIST1H2BB	21221	7841	1
HIST1H3C	21221	7857	3
ETFA	21222	5741	2
PRKAR2B	21223	14068	2
TULP2	21224	18965	3
NR2C2	21225	12084	1
UQCRFS1	21226	19223	2
GPD1L	21227	7258	2
PRKAR1A	21228	14065	1
KLK6	21229	9180	2
SYF2	21230	17542	2
GSPT2	21231	7487	2
PHLDA2	21232	13364	7
CANT1	21233	2939	2
CABC1	21234	2848	2
CCDC132	21235	3093	2
SSTR1	21236	17288	2
BCAM	21237	1421	2
GNL1	21238	7174	4
PRR3	21238	14170	4
EGR2	21239	5434	2
LYRM2	21240	10439	2
CLIP2	21241	3894	2
HIST1H2BK	21242	7850	4
HIST1H4I	21242	7873	2
NAT8L	21243	11566	2
LARP7	21244	9416	2
PEG10	21245	13229	15
TMPRSS6	21246	18386	2
HOXC9	21247	8033	2
UST	21248	19299	2
SMPD2	21249	16532	4
PPIL6	21249	13880	4
ABHD2	21250	119	2
PLA2G3	21251	13523	2
CCL25	21252	3231	2
HCFC1R1	21253	7674	4
THOC6	21253	17987	4
C19orf63	21254	2121	2
FAM71E1	21254	6133	2
DRD5	21255	5210	2
FAM106A	21256	5864	2
SLC27A3	21257	16243	2
RPF1	21258	15179	2
NT5C1A	21259	12147	2
CTSB	21260	4420	2
DYRK2	21261	5313	2
IL18RAP	21262	8390	1
SH3BP5	21263	15956	1
PIN4	21264	13449	2
LHFP	21266	9554	2
C17orf81	21267	2046	4
DULLARD	21267	5253	4
RRAS2	21268	15335	2
USH1C	21269	19237	1
EIF3A	21270	5474	2
TMEM47	21271	18304	2
SLC6A6	21272	16406	2
ZBTB46	21273	19783	1
VWA5A	21274	19458	2
GREM1	21277	7419	2
TAF1D	21278	17627	4
C11orf54	21278	1760	4
EYA4	21279	5804	8
NUDT9	21280	12211	2
ITM2C	21281	8666	2
C19orf30	21282	2093	8
TUBA1B	21283	18931	2
MYH6	21284	11419	2
CYGB	21285	4541	2
TACC2	21286	17608	2
THRB	21287	17993	5
RGS7	21288	14927	2
CCPG1	21289	3274	2
KCTD9	21290	8872	4
CDCA2	21290	3426	2
RBM26	21291	14725	2
ZNF276	21292	20059	2
C16orf7	21292	1986	2
CCDC80	21294	3186	2
EXOSC7	21295	5792	4
ZDHHC3	21295	19854	4
STK17A	21296	17389	2
STAC2	21297	17337	2
HIRA	21298	7821	4
TRPS1	21299	18747	2
LCE2D	21300	9451	1
PRDX1	21301	14023	2
UTP11L	21302	19301	1
KIF1A	21303	9052	2
NDE1	21304	11691	4
SENP7	21305	15750	2
PROK1	21306	14117	2
MAGEL2	21307	10511	4
CD320	21308	3342	2
DRD2	21309	5207	2
KCNV2	21310	8850	2
ZSCAN1	21311	20501	2
LIX1L	21312	9622	2
HMBS	21313	7929	2
MFSD6L	21314	10872	2
SETD6	21315	15839	2
AKAP8	21316	503	2
OSGEP	21317	12767	3
APEX1	21317	828	3
CLMN	21318	3904	2
C7orf36	21319	2679	2
MCHR1	21321	10712	2
STAP2	21322	17352	2
DUS2L	21323	5260	8
DDX28	21323	4770	8
CALCRL	21325	2900	1
ACTN1	21326	241	2
MYL12A	21327	11425	2
EMX1	21328	5576	2
SEZ6L	21329	15848	2
NDUFB11	21330	11727	4
RBM10	21330	14709	4
PPY	21331	13972	2
ALDH1A3	21332	538	7
CENPA	21333	3575	2
MRAP2	21334	11119	2
NAT1	21335	11562	2
SF3B4	21336	15858	2
DUSP19	21337	5271	2
OCRL	21338	12289	2
GBP4	21339	6901	2
RSPH3	21340	15367	1
CCR4	21341	3279	1
TMEM50A	21342	18307	1
F10	21343	5809	2
CARKD	21344	2978	2
DNAJA2	21345	5056	2
CAPRIN2	21346	2960	1
MYBPC3	21347	11391	2
DNAJC7	21348	5098	3
NKIRAS2	21348	11899	3
CLEC4M	21350	3879	2
RAB30	21351	14511	2
TOR1A	21352	18510	2
LCT	21353	9478	2
ACTN2	21354	242	2
TSPAN3	21355	18806	2
H1FX	21356	7596	2
C3orf47	21356	2481	2
IL1F5	21357	8396	2
ATP8B2	21358	1269	2
AQP10	21358	882	3
C14orf147	21359	1875	2
SRM	21360	17242	2
ZSCAN2	21361	20507	2
KCNJ6	21362	8808	2
FAM120AOS	21363	5893	4
FAM120A	21363	5894	4
OGFR	21364	12310	2
RFX3	21365	14879	2
CREG2	21366	4232	2
PPM1G	21367	13889	3
PVRL1	21368	14425	2
LLGL2	21369	9625	2
NDUFA13	21370	11710	3
TSSK6	21370	18833	3
TBC1D8B	21371	17736	2
GPR45	21373	7350	2
ARMC10	21374	1018	2
FBXL13	21374	6245	4
TMSL3	21375	18393	2
ABI3	21376	128	4
LRRC8C	21377	10339	2
GALR3	21378	6849	2
CHRNB4	21379	3748	2
XRCC5	21380	19690	2
PEG10	21381	13229	15
IFI16	21382	8252	2
ART1	21383	1066	1
DYRK1A	21384	5311	2
AKAP1	21385	495	2
DOCK7	21386	5138	2
ANGPTL3	21386	661	2
ISL1	21387	8608	2
FCHSD2	21388	6328	2
DAPK2	21389	4644	2
PIP5K1B	21390	13457	4
OR12D2	21391	12397	2
STK19	21393	17391	5
C4A	21393	2506	1
EXPH5	21394	5795	2
TTC23	21395	18853	1
FKBP10	21396	6443	3
FAM149B1	21397	5939	2
ECD	21397	5345	2
B3GALTL	21398	1331	2
LTB4R2	21399	10386	4
CIDEB	21399	3781	5
EIF2B1	21400	5462	3
GTF2H3	21400	7526	3
SLC5A6	21401	16386	3
C2orf28	21401	2400	4
FTH1	21402	6695	2
BATF3	21403	1403	2
RFT1	21404	14872	2
SGSM3	21405	15932	2
GRK6	21406	7452	2
SNN	21407	16602	2
NKX3-1	21408	11911	2
LAP3	21409	9406	2
HIST3H3	21410	7888	2
TMEM9	21411	18362	2
CHFR	21413	3691	20
CSF3	21414	4308	2
TRPC4	21415	18735	2
SHROOM1	21416	16005	2
CD2AP	21417	3331	2
LCE1B	21418	9443	2
ANKLE1	21419	679	1
NUDT14	21420	12192	2
MSH4	21421	11240	2
POLR2C	21422	13752	2
AIF1	21423	470	2
TRIM35	21424	18655	2
PTK2B	21424	14344	2
MBIP	21425	10675	2
ACOT11	21426	185	3
CASP9	21427	3005	2
MANBAL	21428	10543	2
PSD4	21429	14224	2
NOVA2	21430	12012	2
NMT1	21431	11960	4
DCAKD	21431	4692	4
CTH	21432	4400	2
FAM101A	21433	5855	2
GTF2F2	21435	7521	4
KCTD4	21435	8867	2
TNP2	21437	18468	2
GGA1	21438	6982	2
CADPS	21439	2891	2
CDC37	21440	3408	2
IDUA	21441	8244	2
SLC26A1	21441	16232	2
ADRM1	21442	386	2
HOXB4	21443	8019	7
CSPG4	21444	4335	2
NOVA2	21445	12012	2
VGLL1	21446	19368	2
SEC22C	21447	15689	3
RAD51	21448	14585	2
HIPK4	21449	7820	2
NEK6	21450	11777	2
SYAP1	21451	17530	2
CHN2	21452	3718	2
KLRD1	21453	9193	1
DAG1	21454	4634	2
BCAN	21455	1422	2
ITLN1	21456	8662	1
ELK4	21457	5527	2
CTSE	21458	4423	2
PROP1	21459	14124	2
KILLIN	21460	9084	8
NKX3-1	21461	11911	2
PTK6	21462	14346	1
PGBD4	21463	13296	4
C15orf24	21463	1926	4
TMEM14B	21464	18188	2
RUNDC3A	21465	15407	2
MLEC	21466	10976	2
HOXC4	21467	8029	6
HOXC6	21467	8031	3
HOXC5	21467	8030	6
DNALI1	21468	5103	2
FAM9B	21469	6194	1
C9orf45	21470	2798	2
PSMD3	21471	14277	2
TEX101	21472	17889	1
CEP110	21473	3594	1
PIGF	21474	13404	3
CRIPT	21474	4245	3
PPME1	21475	13896	6
C2CD3	21475	2388	6
CENPO	21476	3588	2
C2orf79	21476	2439	2
ICAM4	21477	8221	2
SLC5A10	21478	16378	1
HAPLN4	21479	7631	2
NAALAD2	21480	11510	2
SEPT6	21481	15767	2
EMP2	21482	5570	2
IL11RA	21483	8365	2
GPX3	21484	7397	4
CEACAM5	21485	3541	2
TMEM129	21486	18165	4
TACC3	21486	17609	4
SMC4	21487	16508	4
IFT80	21487	8306	4
PLA2G15	21489	13515	2
BEX1	21490	1494	2
USP31	21491	19267	1
UBAP2	21492	19032	2
LPAR6	21493	10217	1
RB1	21493	14697	19
SMAGP	21494	16488	2
MEFV	21496	10791	2
RIOK3	21497	14996	2
RIBC1	21498	14968	3
SMC1A	21498	16504	3
GUK1	21499	7567	2
ACTR3C	21500	250	2
LRRC61	21500	10330	4
RNF213	21501	15098	2
GPX3	21502	7397	4
TSPAN7	21503	18810	2
C19orf57	21504	2116	2
CC2D1A	21504	3053	2
KRT85	21505	9274	2
RBBP8	21506	14703	2
CABP4	21507	2854	2
C20orf186	21508	2297	2
ST6GALNAC2	21510	17318	1
FAR2	21512	6209	2
CBFA2T2	21513	3024	2
PTCH1	21514	14310	2
HLA-G	21515	7919	1
CEACAM4	21516	3540	1
LOC283856	21517	9886	2
GNAO1	21517	7146	2
SOX8	21518	17036	2
GPR124	21520	7290	2
SEPT10	21521	15758	2
ANKRD57	21521	734	2
DZIP1L	21522	5320	2
PHTF1	21523	13377	2
MOCS2	21524	11056	1
STXBP2	21525	17453	2
PFKFB3	21526	13274	2
ADRA2B	21527	379	2
C12orf61	21528	1823	3
CHD6	21529	3683	2
FIBP	21530	6427	2
HOXB4	21531	8019	7
SSTR2	21532	17289	2
STK11	21533	17387	2
CLIC5	21534	3890	2
CCNI	21535	3263	2
TOMM40	21536	18493	2
GALNT7	21537	6838	2
C19orf46	21538	2106	2
CLEC10A	21539	3854	2
MED16	21540	10765	2
TMEM178	21541	18220	1
FAM3B	21542	6071	2
SUOX	21543	17498	2
RASSF1	21544	14683	9
MCF2	21545	10710	2
C9orf163	21546	2778	2
SEC16A	21546	15684	2
DEK	21547	4842	2
CCDC57	21549	3159	3
BMPR2	21550	1556	2
CXorf58	21551	4514	3
APOO	21551	875	3
SLC11A2	21553	16096	2
RBL1	21554	14707	2
FUT5	21555	6723	2
ZNF410	21556	20140	2
FZD2	21557	6746	2
ABCA1	21558	65	2
CD80	21559	3376	1
LRP5	21560	10271	1
PTEN	21561	14319	7
KILLIN	21561	9084	8
LIPG	21562	9612	1
TSGA13	21563	18775	4
COPG2	21563	4097	4
ADRA1B	21564	376	2
LRRC41	21565	10312	2
UQCRH	21565	19225	2
WDR69	21566	19543	2
RNF220	21567	15105	2
TLR9	21568	18079	2
SLC5A4	21569	16384	2
PLEKHA6	21570	13582	2
C22orf45	21571	2383	4
ADORA2A	21571	367	2
ECSIT	21572	5357	2
TMSB10	21573	18389	2
BICD1	21574	1513	1
BLCAP	21575	1527	8
NNAT	21575	11965	7
DKKL1	21576	4985	2
TEAD2	21576	17855	4
DDAH1	21577	4734	2
TMEM105	21578	18141	2
HOXD10	21579	8034	2
GMFB	21580	7127	2
PAM	21581	12904	2
DCST1	21582	4715	4
DCST2	21582	4716	4
TMEM106B	21583	18143	1
FZD4	21584	6748	2
FBXO33	21585	6279	2
CD40	21586	3353	2
AOC3	21587	786	2
BCL2	21588	1452	13
SCUBE3	21589	15638	2
SYTL1	21590	17589	1
CPT1C	21591	4199	2
ZNF280A	21592	20061	2
KIAA1191	21593	8976	2
STX17	21594	17440	2
PHIP	21595	13357	2
SUGT1P1	21597	17470	11
NFX1	21597	11839	2
XYLT1	21598	19697	2
POU2F2	21599	13815	2
ESYT1	21600	5736	2
DYNC1LI2	21601	5302	1
MTHFD1L	21602	11302	1
TGM3	21603	17949	1
AAMP	21605	49	2
PNKD	21605	13680	4
SUGT1P1	21606	17470	11
BAG1	21606	1365	3
CHMP5	21606	3713	3
DAPP1	21607	4647	1
TMCO4	21608	18119	2
SLC22A13	21609	16158	2
IQCK	21610	8564	2
C16orf88	21610	1992	2
FBXL4	21611	6257	2
CORO2A	21612	4122	2
ARFIP1	21613	916	2
TIGD4	21613	18020	2
CRX	21614	4271	2
HTN1	21615	8169	1
CTNNA2	21616	4403	3
LRRTM1	21616	10355	2
ANXA6	21617	778	2
C13orf28	21618	1845	1
FFAR3	21619	6369	2
IPPK	21620	8548	1
GNAS	21621	7149	29
C6orf81	21622	2659	2
LOC285847	21622	9935	2
SLC17A4	21623	16134	2
NPBWR2	21624	12026	2
DNMT3A	21625	5121	2
ALDH3B2	21626	546	2
EXOC3L2	21627	5775	2
SH2B3	21628	15937	2
APC	21630	826	6
ACADVL	21631	153	4
DLG4	21631	4997	4
TEAD4	21633	17857	2
HACL1	21634	7615	4
BTD	21634	1646	4
LOC388387	21635	9980	2
UBE2M	21636	19061	2
LOC100131691	21636	9713	4
RAB37	21637	14519	4
CD300LF	21637	3339	2
TMEM191A	21638	18240	2
C21orf49	21639	2342	2
CCL20	21640	3226	2
ABCB5	21641	78	2
TUT1	21643	18972	2
HEATR3	21644	7722	2
ACSM3	21645	222	2
PMP2	21646	13666	1
ARL4C	21647	1005	2
MAP3K11	21648	10568	2
GABRP	21649	6791	2
THBS2	21650	17972	2
KLHL34	21651	9158	2
SYMPK	21652	17544	4
SCARB2	21654	15549	2
COQ7	21655	4116	2
COG8	21656	4029	6
PDF	21656	13163	2
CLCNKB	21657	3828	1
ABCA8	21658	72	1
IPO4	21659	8543	2
GLI1	21660	7072	2
PCGF3	21661	13080	2
HIST1H2BH	21662	7847	2
HIST1H3F	21662	7860	2
SLC44A2	21663	16353	2
PTK7	21664	14347	2
LSM4	21666	10374	2
ZNF148	21667	19978	3
MYOCD	21668	11468	2
KIAA0355	21669	8932	2
TRIM33	21670	18653	2
TMEM43	21671	18300	3
CHCHD4	21671	3672	3
PRMT8	21672	14105	2
ORMDL2	21673	12749	3
SARNP	21673	15507	3
DCC	21674	4695	11
MYL9	21675	11435	1
ZNF502	21676	20203	1
SHF	21677	15987	2
ABHD10	21679	110	2
ZNF354B	21680	20112	1
GPATCH3	21681	7245	2
AKAP8	21682	503	2
AKAP8L	21682	502	1
KBTBD4	21683	8747	4
NDUFS3	21683	11741	4
TMEM39B	21684	18295	2
HERPUD1	21685	7758	2
HAL	21686	7621	2
ADAT2	21687	325	2
PEX3	21687	13259	2
EHHADH	21688	5444	2
SGK2	21689	15919	2
GNA12	21690	7138	2
INTS12	21691	8522	2
GSTCD	21691	7495	2
DAZAP2	21692	4658	1
CTRB1	21693	4415	2
SNAP91	21694	16560	1
HNRPDL	21695	7990	3
ENOPH1	21695	5594	3
SLC9A8	21696	16440	2
GUCA1B	21697	7553	2
SLC3A2	21698	16344	2
SNORD27	21698	16834	2
SNHG1	21698	16592	2
SNORD25	21698	16832	2
SNORD26	21698	16833	2
MED12	21699	10760	2
DDX1	21700	4762	2
FBXO24	21701	6271	3
LRCH4	21701	10245	3
DPEP3	21702	5161	2
SOX8	21703	17036	2
FN3K	21704	6569	2
FUNDC2	21705	6714	2
HRK	21706	8076	2
CNOT3	21707	3984	2
GPR68	21708	7361	2
PPP2CA	21709	13934	2
C22orf13	21710	2363	2
SNRPD3	21710	16944	2
UBE2G1	21711	19051	1
EXOG	21713	5784	2
GORASP2	21714	7228	2
GRK1	21715	7449	2
ZC3H7B	21716	19811	2
C6orf126	21717	2598	2
ETFDH	21718	5743	2
C4orf46	21718	2537	2
KHDRBS1	21719	8904	2
C1orf51	21720	2238	2
CPNE5	21721	4180	2
PSMD5	21722	14279	2
LOC253039	21722	9864	2
DLL3	21723	5007	2
TTC35	21724	18865	2
HADH	21725	7618	2
UFM1	21726	19136	2
PLK4	21727	13622	2
TBK1	21728	17748	2
TP63	21729	18531	2
ZNF137	21730	19971	1
ALDH4A1	21731	547	2
HIST1H4H	21732	7872	1
ZNF326	21733	20093	2
TAS1R2	21734	17670	2
THBS2	21735	17972	2
CYTH4	21737	4612	2
SMC5	21738	16509	1
PPP4C	21739	13956	2
NR1H2	21740	12077	2
PGAP2	21741	13291	4
NUP98	21741	12238	2
CCL25	21742	3231	2
CHP2	21743	3721	2
SMG6	21744	16522	2
SRR	21744	17263	2
MRPL50	21745	11181	1
ZNF189	21745	19998	1
FZD1	21746	6745	2
AIP	21747	481	2
DCUN1D4	21748	4729	2
ZNF323	21749	20090	4
ZKSCAN3	21749	19932	4
PPP2R2D	21750	13941	2
CPA6	21751	4159	2
LMAN2	21752	9630	2
PTRH1	21753	14402	2
TTC16	21753	18844	2
LCE2B	21754	9449	2
PDXK	21755	13206	4
DHPS	21756	4907	2
STX5	21757	17448	2
CTSA	21758	4419	4
NEURL2	21758	11795	4
BNIP3	21759	1566	2
NOX3	21760	12015	2
C12orf75	21761	1835	2
PIM1	21762	13444	2
OSTM1	21763	12779	2
SIRT7	21764	16056	3
PCYT2	21764	13118	2
FAM3D	21765	6073	2
FAM83F	21766	6166	2
AURKA	21767	1301	4
CSTF1	21767	4358	4
RAB28	21768	14508	2
BCS1L	21769	1469	4
LECT2	21770	9497	1
TMEM97	21771	18358	2
REPIN1	21772	14837	1
FAM134A	21773	5923	4
C2orf24	21773	2397	2
C3orf64	21775	2494	2
PSMD9	21776	14283	2
SNW1	21777	16957	4
C14orf178	21777	1890	4
NKAIN2	21778	11890	1
COL9A1	21780	4073	2
ZNF154	21781	19980	2
POT1	21782	13803	2
NOX3	21783	12015	2
PRKD1	21784	14080	1
C11orf63	21785	1765	2
C3orf23	21786	2464	1
TMEM5	21787	18319	2
POLR2B	21788	13751	2
C4orf14	21788	2512	3
STAT2	21789	17364	2
EDEM2	21791	5369	2
MTRR	21792	11335	3
FASTKD3	21792	6219	3
TMEM169	21793	18210	2
PECR	21793	13227	2
ORAOV1	21794	12739	2
DIRAS3	21797	4956	14
HOXD8	21798	8041	2
GRIK1	21799	7432	2
ENOX1	21800	5596	2
SEC24B	21801	15694	2
GABRA2	21802	6778	2
PLA2G12B	21803	13514	2
WDTC1	21805	19568	2
ACP1	21806	199	3
SH3YL1	21806	15972	2
UBA5	21808	19025	3
ACAD11	21808	146	3
KIAA1586	21809	9010	1
VPS26A	21810	19408	2
MASP1	21811	10647	2
PLEKHN1	21812	13606	1
TTC3	21813	18872	3
PIGP	21813	13412	3
FAM111B	21814	5878	2
DPYSL3	21815	5197	2
MATN4	21816	10661	4
RBPJL	21816	14770	2
DMD	21817	5021	2
CCDC109B	21818	3072	2
TPX2	21819	18576	2
NES	21820	11786	2
PAK2	21822	12891	2
CRHBP	21823	4236	2
HOXB13	21824	8015	2
CAB39	21825	2847	2
FAM100A	21826	5853	1
TRIM38	21827	18658	2
OTOR	21828	12789	2
LCE4A	21829	9457	1
VTN	21830	19450	3
C1orf123	21831	2170	2
TRIM41	21832	18662	2
POLR2G	21833	13756	6
ZNF570	21834	20257	2
C1orf115	21835	2167	2
ITPR1	21837	8672	2
CXCR4	21838	4488	2
ELK1	21839	5525	2
ZFYVE26	21840	19910	2
SNHG9	21841	16600	1
RPS2	21841	15298	2
SNORA78	21841	16690	1
KLK10	21843	9169	11
ZNF561	21844	20248	2
SGSM2	21845	15931	2
TSR1	21845	18825	2
SNRPN	21846	16948	15
GPR25	21847	7338	2
PTP4A1	21848	14352	2
SMNDC1	21849	16526	2
MYL12A	21850	11425	2
TAS2R19	21851	17676	2
PRR4	21851	14171	11
PRH1	21851	14043	10
GSPT1	21852	7486	2
ITGB3BP	21853	8647	2
EFCAB7	21853	5400	2
NDUFA4L2	21854	11714	2
EPC1	21855	5631	2
CTTNBP2	21856	4436	2
KLB	21857	9102	2
TBCCD1	21859	17742	4
SRP68	21860	17246	2
MID1IP1	21861	10936	2
CYB561	21862	4522	2
C11orf49	21863	1756	2
PDIA6	21864	13180	2
SMC2	21865	16506	2
TPRKB	21866	18560	2
MGAT1	21867	10878	2
SERTAD3	21868	15826	2
VAT1	21869	19337	1
FGF6	21870	6396	2
MACROD1	21871	10464	4
CBLN2	21872	3031	2
CABYR	21873	2857	2
GSX2	21874	7512	1
TP73	21875	18532	12
TBX5	21876	17772	2
LRRC1	21877	10286	2
FKBP11	21878	6444	2
LPP	21879	10237	3
FLJ42393	21879	6514	2
MGC23284	21880	10899	2
MVD	21880	11371	2
GPR78	21881	7365	2
C19orf40	21882	2100	2
CCDC123	21882	3085	2
GADD45G	21883	6801	2
MTIF3	21884	11310	2
APBA2	21885	816	4
SLC7A6OS	21886	16421	4
PRMT7	21886	14104	4
C1orf172	21889	2197	2
NETO1	21890	11788	2
HSD17B6	21891	8108	1
SLC9A3R1	21892	16433	2
C9orf89	21893	2822	2
C1orf88	21894	2262	2
PACRG	21895	12860	3
PARK2	21895	12944	3
C9orf93	21896	2824	2
GPR153	21897	7312	4
VSIG2	21898	19436	2
RNF130	21899	15057	1
C19orf75	21900	2128	1
C12orf57	21901	1819	3
MMGT1	21902	11010	1
CSTA	21903	4356	2
RAD50	21905	14579	2
GNS	21906	7190	2
ASL	21907	1117	1
GFPT2	21908	6976	2
AGBL2	21909	420	2
C7orf70	21910	2707	1
RNU5E	21911	15139	6
ACOT12	21911	186	2
ZNF619	21912	20299	2
ABHD11	21913	111	2
GPBP1L1	21914	7249	1
HIPK1	21915	7817	2
GFAP	21916	6967	2
ARFGAP1	21917	911	2
RGS11	21918	14909	4
TET1	21919	17886	2
SMCP	21920	16512	2
WNT1	21921	19614	2
C22orf45	21922	2383	4
ADORA2A	21922	367	2
PSTPIP2	21923	14302	2
GPN3	21924	7273	4
C12orf24	21924	1794	4
IL6ST	21925	8445	2
MRAS	21926	11121	1
ESRP2	21927	5731	2
SMCR7	21929	16515	2
GUCY1A2	21931	7557	2
FBXL6	21932	6259	4
GPR172A	21932	7322	4
HBZ	21933	7672	2
PRRG2	21935	14178	4
SLC34A3	21936	16285	2
CALY	21937	2917	2
AR	21938	1074	11
LOC338799	21939	9948	2
SETD1B	21939	15834	2
DNAJB4	21940	5066	2
C21orf67	21941	2350	4
C21orf70	21941	2351	4
TTLL2	21943	18889	2
CLIP4	21944	3896	2
TPD52L1	21945	18536	1
SMAD6	21946	16485	2
VGLL4	21947	19371	2
CINP	21948	3787	2
TECPR2	21948	17859	2
MAPK12	21949	10597	2
CASD1	21950	2989	2
C14orf156	21951	1879	3
ALKBH1	21951	571	3
FZD6	21952	6750	2
MCTS1	21953	10733	2
CYP8B1	21954	4604	2
TMC7	21955	18111	2
CAPNS1	21956	2957	2
C9orf128	21957	2764	2
TMEM8B	21957	18350	2
LOC728723	21958	10146	2
ZBED3	21958	19754	2
GLT8D2	21960	7105	2
GNAS	21961	7149	29
MRPS12	21962	11190	2
SARS2	21962	15508	2
NDUFAB1	21963	11721	2
NLRP3	21964	11934	2
RB1CC1	21965	14696	2
SLC15A3	21966	16115	2
CENPH	21967	3581	2
BCL9	21969	1461	1
PPP2R5D	21970	13949	2
SLFNL1	21971	16460	2
CATSPERG	21972	3018	2
TMED2	21973	18126	1
ERBB2IP	21975	5678	2
MYEOV2	21976	11405	2
CD151	21977	3302	2
CXorf36	21978	4502	2
ATP5B	21979	1221	2
SNORD59A	21979	16879	2
ACOX2	21980	196	2
SERPINA13	21981	15792	2
MST4	21982	11262	2
PNPLA2	21983	13699	2
TULP3	21984	18966	2
VPS33B	21985	19413	2
RNF146	21986	15068	2
WFDC8	21987	19582	1
CCR9	21988	3284	2
C6orf114	21989	2590	3
GFOD1	21989	6973	4
EXT1	21990	5796	1
SLC13A1	21991	16106	1
KBTBD3	21992	8746	2
AASDHPPT	21992	54	2
CYP2W1	21993	4581	2
POU3F2	21994	13818	2
FAM123A	21995	5900	1
RAB32	21997	14513	6
ANKRD54	21998	731	2
DHX36	21999	4931	2
MSH4	22000	11240	2
ZFYVE26	22001	19910	2
SPSB4	22002	17205	2
UNC80	22003	19194	2
SEMA3B	22004	15724	11
CCM2	22005	3244	2
PLAT	22006	13544	2
RIT2	22007	15004	2
SLC13A5	22009	16110	2
HCN3	22010	7690	2
POP4	22011	13795	1
ZBTB1	22012	19763	2
ZBTB25	22012	19767	2
RFTN1	22013	14873	2
C10orf91	22014	1732	1
KAT5	22015	8734	2
ZNF197	22016	20003	2
FKBP7	22017	6455	2
MRGPRX2	22018	11133	2
UTP20	22019	19306	2
ARHGEF17	22020	964	1
RARG	22021	14650	2
ECE1	22022	5346	2
POU2F2	22023	13815	2
P2RY1	22024	12834	2
HMGN3	22025	7947	2
AFMID	22027	404	2
TK1	22027	18053	2
RBMXL2	22028	14752	2
VKORC1	22029	19383	2
CLCC1	22030	3818	1
BPGM	22031	1578	2
RSPO1	22032	15371	2
SLC14A2	22033	16112	1
TUBA1A	22034	18930	2
SEC24B	22035	15694	2
C5orf15	22036	2548	2
TNPO3	22037	18471	1
ABCB5	22038	78	2
CYB5B	22039	4524	2
PARP16	22040	12954	2
C3orf27	22041	2467	2
DDIT4	22042	4745	2
GORAB	22043	7226	2
AKR1C2	22044	515	1
GBP3	22046	6900	2
